station,borough,trainno,equipment,equipmenttype,serving,ADA,outagedate,estimatedreturntoservice,reason,isupcomingoutage,ismaintenanceoutage
Parkchester,,6,ES111,ES,Westchester Ave entrance to Manhattan-bound platform,N,01/05/2024 12:50:00 PM,10/31/2025 11:59:00 PM,Capital Replacement,N,N
59 St-Columbus Circle,,A/C/B/D/1,ES251X,ES,8th Ave & 58 St (NW corner) to mezzanine for A/B/C/D & downtown 1 service and access to uptown 1,N,07/15/2024 03:06:00 PM,11/30/2025 04:00:00 PM,Repair,N,N
59 St-Columbus Circle,,A/C/B/D/1,ES250X,ES,A/B/C/D mezzanine to 8th Ave & 58 St (NW corner),N,07/15/2024 03:06:00 PM,11/30/2025 04:00:00 PM,Repair,N,N
Smith-9 Sts,,F/G,ES348,ES,9th St & Smith St (NE corner) to intermediate mezzanine,N,09/09/2024 10:00:00 PM,12/31/2025 11:59:00 PM,Capital Replacement,N,N
61 St-Woodside,,7/LIRR,ES448,ES,61 St & Roosevelt Ave (SE corner) to mezzanine,N,09/30/2024 12:05:00 PM,10/31/2025 11:59:00 PM,Capital Replacement,N,N
42St/Port Authority-Bus Terminal,,A/C/E/N/Q/R/W/1/2/3/7/S,EL290X,EL,intermediate landing to mezzanine for A/C/E service in both directions,Y,10/28/2024 06:26:00 AM,12/31/2025 10:00:00 PM,Repair,N,N
161 St-Yankee Stadium,,B/D/4,EL131,EL,161 St & River Ave (NE corner) to mezzanine to reach 4/B/D service in both directions,Y,11/04/2024 08:25:00 AM,01/01/2026 11:59:00 PM,Capital Replacement,N,N
161 St-Yankee Stadium,,B/D/4,EL134,EL,mezzanine to Manhattan-bound B/D platform,Y,11/06/2024 08:08:00 AM,01/01/2026 11:59:00 PM,Capital Replacement,N,N
161 St-Yankee Stadium,,B/D/4,EL135,EL,mezzanine to B/D platform for Bedford Pk Blvd and Norwood 205 St-bound service,Y,11/06/2024 08:40:00 AM,01/01/2026 11:59:00 PM,Capital Replacement,N,N
161 St-Yankee Stadium,,B/D/4,EL133,EL,mezzanine to Manhattan-bound 4 platform,Y,11/06/2024 09:00:00 AM,12/31/2025 11:59:00 PM,Capital Replacement,N,N
161 St-Yankee Stadium,,B/D/4,EL132,EL,B/D mezzanine to Woodlawn-bound 4 platform and mezzanine for Manhattan-bound 4 service,Y,11/06/2024 09:00:00 AM,12/31/2025 11:59:00 PM,Capital Replacement,N,N
Lexington Av/63 St,,F/Q,ES401,ES,Lexington Ave & 63 St (NW corner) to upper mezzanine,N,12/11/2024 11:00:00 PM,10/31/2025 11:59:00 PM,Capital Replacement,N,N
Lexington Av/63 St,,F/Q,ES407,ES,lower mezzanine (Lexington Ave & 63 St) to downtown platform,N,12/11/2024 11:00:00 PM,10/31/2025 11:59:00 PM,Capital Replacement,N,N
Lexington Av/63 St,,F/Q,ES405,ES,intermediate mezzanine (Lexington Ave & 63 St) to lower mezzanine,N,12/11/2024 11:00:00 PM,10/31/2025 11:59:00 PM,Capital Replacement,N,N
Lexington Av/63 St,,F/Q,ES402,ES,upper mezzanine to Lexington Ave & 63 St (NW corner),N,12/11/2024 11:00:00 PM,10/31/2025 11:59:00 PM,Capital Replacement,N,N
Franklin Av,,C/S,ES352,ES,Fulton St & Franklin Ave entrance to S platform for Prospect Park-bound service,N,12/12/2024 10:00:00 PM,10/31/2025 11:59:00 PM,Capital Replacement,N,N
Park Place,,A/C/E/R/W/2/3,ES301,ES,2/3 platform to mezzanine for Park Pl & Broadway exit,N,12/19/2024 10:20:00 PM,10/31/2025 11:59:00 PM,Capital Replacement,N,N
W 4 St-Wash Sq,,A/C/E/B/D/F/M,EL333,EL,W 3rd St & 6th Ave (NE corner) to mezzanine for A/C/E service and access to B/D/F/M service,Y,01/17/2025 12:00:00 AM,10/31/2025 11:59:00 PM,Capital Replacement,N,N
Smith-9 Sts,,F/G,ES349,ES,intermediate mezzanine to upper mezzanine,N,02/10/2025 11:33:00 AM,12/31/2025 11:59:00 PM,Capital Replacement,N,N
Lexington Av/63 St,,F/Q,ES403,ES,upper mezzanine (Lexington Ave & 63 St) to intermediate mezzanine,N,02/11/2025 10:00:00 PM,10/31/2025 11:59:00 PM,Capital Replacement,N,N
59 St,,N/R/W/4/5/6,ES214,ES,N/R/W transfer mezzanine to downtown 6 platform,N,02/22/2025 06:30:00 PM,10/24/2025 06:30:00 PM,Rehabilitation,N,N
Fordham Rd,,4,EL188,EL,mezzanine to Manhattan-bound platform,Y,03/03/2025 10:00:00 PM,10/31/2025 11:59:00 PM,Capital Replacement,N,N
Fordham Rd,,4,EL186,EL,Jerome Ave & Fordham Rd (SE corner) to mezzanine for service in both directions,Y,03/04/2025 12:00:00 AM,10/31/2025 11:59:00 PM,Capital Replacement,N,N
Fordham Rd,,4,EL187,EL,mezzanine to Woodlawn-bound platform,Y,03/04/2025 12:20:00 AM,10/31/2025 11:59:00 PM,Capital Replacement,N,N
Coney Island-Stillwell Av,,D/F/N/Q,EL702,EL,D platform to overpass for access to mezzanine via N platform,Y,03/25/2025 12:52:00 AM,11/26/2025 11:59:00 PM,Capital Replacement,N,N
5 Av/53 St,,E/M,ES239,ES,downtown platform to mezzanine for 5th Ave & 53 St exit,N,03/28/2025 11:45:00 PM,11/30/2025 11:59:00 PM,Capital Replacement,N,N
21 St-Queensbridge,,F,ES423,ES,mezzanine to Manhattan-bound platform,N,04/21/2025 10:20:00 PM,12/31/2025 11:59:00 PM,Capital Replacement,N,N
21 St-Queensbridge,,F,ES424,ES,Manhattan-bound platform to mezzanine,N,04/21/2025 10:20:00 PM,12/31/2025 11:59:00 PM,Capital Replacement,N,N
Atlantic Av-Barclays Ctr,,B/D/N/Q/R/2/3/4/5/LIRR,EL304,EL,Brooklyn-bound 2/3 platform to mezzanine for access to rest of complex,Y,04/24/2025 11:40:00 PM,11/15/2025 12:00:00 AM,Capital Replacement,N,N
Atlantic Av-Barclays Ctr,,B/D/N/Q/R/2/3/4/5/LIRR,EL305,EL,mezzanine to 4/5 platform for service in both directions,Y,04/24/2025 11:40:00 PM,11/15/2025 12:00:00 AM,Capital Replacement,N,N
DeKalb Av,,B/Q/R,EL371,EL,mezzanine to Manhattan-bound platform,Y,05/01/2025 10:30:00 PM,11/12/2025 12:00:00 AM,Capital Replacement,N,N
DeKalb Av,,B/Q/R,EL370,EL,Dekalb Ave & Flatbush Ave (SW corner) and mezzanine for service in both directions,Y,05/01/2025 10:45:00 PM,11/12/2025 12:00:00 AM,Capital Replacement,N,N
DeKalb Av,,B/Q/R,EL372,EL,"mezzanine to Brighton Beach, Coney Island, and Bay Ridge-bound platform",Y,05/01/2025 11:00:00 PM,11/12/2025 12:00:00 AM,Capital Replacement,N,N
14 St,,A/C/E/L,EL223,EL,mezzanine to uptown A/C/E platform,Y,05/20/2025 11:10:00 PM,11/03/2025 12:00:00 AM,Capital Replacement,N,N
34 St-Penn Station,,A/C/E,EL225,EL,34 St & 8th Ave (SE corner) to uptown C/E platform and access to rest of complex,Y,05/21/2025 12:10:00 AM,12/31/2025 12:00:00 AM,Capital Replacement,N,N
34 St-Penn Station,,A/C/E,EL226,EL,uptown C/E platform to lower mezzanine for access to Penn Station concourse and rest of complex,Y,05/21/2025 01:05:00 AM,12/31/2025 12:00:00 AM,Capital Replacement,N,N
145 St,,A/C/B/D,ES115,ES,uptown B/D platform to mezzanine for 147 St & St Nicholas Av exit,N,06/17/2025 12:20:00 AM,01/31/2026 11:00:00 PM,Capital Replacement,N,N
Times Sq-42 St,,A/C/E/N/Q/R/W/1/2/3/7/S,EL229,EL,mezzanine to downtown N/Q/R/W platform,Y,06/20/2025 10:00:00 AM,12/31/2025 11:59:00 PM,Capital Replacement,N,N
125 St,,A/C/B/D,EL144,EL,mezzanine to uptown platform,Y,07/01/2025 11:50:00 PM,12/31/2025 11:59:00 PM,Capital Replacement,N,N
21 St-Queensbridge,,F,ES426,ES,Jamaica 179 St-bound platform to mezzanine,N,08/07/2025 08:36:00 AM,02/28/2026 11:00:00 PM,Capital Replacement,N,N
21 St-Queensbridge,,F,ES425,ES,mezzanine to Jamaica 179 St-bound platform,N,08/07/2025 08:36:00 AM,02/28/2026 11:00:00 PM,Capital Replacement,N,N
High St,,A/C,ES350,ES,lower mezzanine to upper mezzanine for Cadman Plaza West & Middagh St exit,N,08/11/2025 10:15:00 PM,05/11/2026 10:00:00 PM,Capital Replacement,N,N
Lexington Av/53 St,,E/M/6,EL245,EL,mezzanine to E/M platform for service in both directions,Y,09/09/2025 12:15:00 AM,01/31/2026 11:00:00 PM,Capital Replacement,N,N
Canal St,,J/N/Q/R/W/6/Z,EL325,EL,Canal St & Lafayette St (NE corner) to downtown 6 platform,Y,09/16/2025 01:30:00 AM,04/16/2026 11:59:00 PM,Capital Replacement,N,N
14 St-Union Sq,,L/N/Q/R/W/4/5/6,EL217,EL,4th Ave & 14 St (NE corner) to mezzanine for L/N/Q/R/W service in both directions,Y,09/30/2025 09:42:00 AM,03/31/2026 11:59:00 PM,Capital Replacement,N,N
14 St-Union Sq,,L/N/Q/R/W/4/5/6,EL218,EL,mezzanine to L platform for service in both directions,Y,09/30/2025 10:45:00 AM,03/31/2026 11:59:00 PM,Capital Replacement,N,N
Church Av,,2/5,EL321,EL,Nostrand Ave & Church Ave (SW corner) to Flatbush Av Brooklyn College-bound platform,Y,10/06/2025 10:24:00 PM,05/31/2026 11:59:00 PM,Capital Replacement,N,N
86 St,,Q,ES280,ES,upper mezzanine (86 St & 2nd Ave) to lower mezzanine,N,10/07/2025 11:15:00 AM,11/21/2025 10:00:00 PM,Planned Work,N,N
34 St-Penn Station,,1/2/3/LIRR,EL34X,EL,LIRR entrance - south side of 34 St (west of 7th Ave) to Penn Station concourse for service in both directions on all lines,Y,10/08/2025 04:12:00 AM,10/25/2025 05:00:00 AM,Repair,N,N
61 St-Woodside,,7/LIRR,EL415X,EL,Roosevelt Ave & 61 St (NE corner) to mezzanine for LIRR and 7 service in both directions,Y,10/13/2025 01:21:00 PM,10/25/2025 02:00:00 PM,Repair,N,N
Lexington Av/53 St,,E/M/6,ES254X,ES,E/M platform to mezzanine for 6 service and 53 St & Lexington Ave exit,N,10/14/2025 06:49:00 AM,10/25/2025 07:00:00 AM,Repair,N,N
Atlantic Av-Barclays Ctr,,B/D/N/Q/R/2/3/4/5/LIRR,EL700X,EL,Plaza entrance in front of Barclays Center to accessible passageway for access to Manhattan-bound 2/3 platform and rest of complex,Y,10/16/2025 02:00:00 PM,10/25/2025 03:00:00 PM,Repair,N,N
Gun Hill Rd,,2/5,ES105,ES,Gun Hill Rd & White Plains Rd entrance to mezzanine,N,10/17/2025 02:01:00 PM,10/30/2025 10:00:00 PM,Repair,N,N
145 St,,A/C/B/D,ES116,ES,uptown B/D platform to mezzanine for 145 St & St Nicholas Av exit,N,10/22/2025 04:31:00 AM,10/27/2025 01:00:00 PM,Planned Work,N,N
Lexington Av/53 St,,E/M/6,ES269,ES,6 mezzanine (53 St & Lexington Ave) to E/M platform for service in both directions,N,10/23/2025 12:00:00 AM,10/24/2025 06:00:00 AM,Repair,N,N
Whitehall St-South Ferry,,R/W/1,ES311,ES,1/R/W upper mezzanine (Water St & Whitehall St) to lower mezzanine for R/W service,N,10/23/2025 02:45:00 PM,10/25/2025 11:00:00 PM,Repair,N,N
High St,,A/C,ES323,ES,lower mezzanine to upper mezzanine for Red Cross Pl & Adams St exit,N,10/23/2025 04:30:00 PM,10/25/2025 01:00:00 AM,Repair,N,N
Pelham Pkwy,,2/5,ES123,ES,mezzanine to Manhattan-bound platform,N,10/23/2025 04:39:00 PM,10/25/2025 01:00:00 AM,Repair,N,N
Metropolitan Av,,G/L,EL780,EL,Mezzanine to Queens-bound platform.,Y,10/23/2025 06:23:00 PM,10/24/2025 02:00:00 PM,Repair,N,N
34 St-Herald Sq,,B/D/F/M/N/Q/R/W,ES236,ES,downtown B/D/F/M platform to mezzanine for access to street and N/Q/R/W service,N,10/23/2025 09:08:00 PM,10/24/2025 06:00:00 AM,Under Investigation,N,N
181 St,,1,EL110,EL,mezzanine to bridge for service in both directions,N,10/23/2025 09:50:00 PM,10/24/2025 06:00:00 AM,Repair,N,N
Atlantic Av-Barclays Ctr,,B/D/N/Q/R/2/3/4/5/LIRR,EL301,EL,4th Ave and Pacific St (NE corner) to mezzanine for D/N/R service in both directions and access to rest of complex via Brooklyn-bound 2/3 platform,Y,10/23/2025 10:00:00 PM,10/24/2025 06:00:00 AM,Maintenance,Y,N
Atlantic Av-Barclays Ctr,,B/D/N/Q/R/2/3/4/5/LIRR,EL303,EL,mezzanine (4th Ave & Pacific St) to Manhattan-bound D/N/R platform,Y,10/23/2025 10:00:00 PM,10/24/2025 06:00:00 AM,Maintenance,Y,N
14 St,,F/M/L/1/2/3,EL615,EL,SW corner of 14 St & 7 Av to 1/2/3 mezzanine.  ,Y,10/23/2025 10:00:00 PM,10/24/2025 06:00:00 AM,Maintenance,Y,N
14 St,,F/M/L/1/2/3,EL614,EL,F/M uptown mezzanine to F/M uptown platform.,Y,10/23/2025 10:00:00 PM,10/24/2025 06:00:00 AM,Maintenance,Y,N
Atlantic Av-Barclays Ctr,,B/D/N/Q/R/2/3/4/5/LIRR,EL302,EL,mezzanine (4th Ave & Pacific St) to Coney Island and Bay Ridge-bound D/N/R platform,Y,10/23/2025 10:00:00 PM,10/24/2025 06:00:00 AM,Maintenance,Y,N
Atlantic Av-Barclays Ctr,,B/D/N/Q/R/2/3/4/5/LIRR,EL301,EL,4th Ave and Pacific St (NE corner) to mezzanine for D/N/R service in both directions and access to rest of complex via Brooklyn-bound 2/3 platform,Y,10/23/2025 10:30:00 PM,10/24/2025 06:00:00 AM,Planned Work,N,N
Jamaica Center-Parsons/Archer,,E/J/Z,ES439,ES,mezzanine to Parsons Blvd & Archer Ave (SW corner),N,10/23/2025 11:20:00 PM,10/24/2025 06:00:00 AM,Planned Work,N,N
34 St-Hudson Yards,,7,ES627,ES,Hudson Blvd E (between 33 St & 34 St) to upper mezzanine,N,10/23/2025 11:30:00 PM,10/24/2025 08:00:00 AM,Under Investigation,N,N
Atlantic Av-Barclays Ctr,,B/D/N/Q/R/2/3/4/5/LIRR,EL302,EL,mezzanine (4th Ave & Pacific St) to Coney Island and Bay Ridge-bound D/N/R platform,Y,10/23/2025 11:35:00 PM,10/24/2025 04:00:00 AM,Planned Work,N,N
Flushing-Main St,,7,ES457,ES,platform to Roosevelt Ave (E of Main St),N,10/23/2025 11:35:00 PM,10/24/2025 06:00:00 AM,Maintenance,N,N
Bowery,,J/Z,ES334,ES,J/Z platform to mezzanine for Delancey St & Bowery exit,N,10/23/2025 11:42:00 PM,10/24/2025 04:00:00 AM,Cleaning,N,N
34 St-Hudson Yards,,7,ES626,ES,Hudson Blvd E (between 33 St & 34 St) to upper mezzanine,N,10/23/2025 11:45:00 PM,10/24/2025 06:00:00 AM,Inspection,N,N
34 St-Hudson Yards,,7,ES622,ES,upper mezzanine (between 33 St & 34 St) to lower mezzanine,N,10/23/2025 11:48:00 PM,10/24/2025 04:00:00 AM,Cleaning,N,N
34 St-Herald Sq,,B/D/F/M/N/Q/R/W,ES224,ES,intemediate mezzanine to PATH mezzanine for access to B/D/F/M & N/Q/R/W service,N,10/23/2025 11:50:00 PM,10/24/2025 06:00:00 AM,Maintenance,N,N
Lexington Av/63 St,,F/Q,ES409,ES,lower mezzanine (Lexington Ave & 63 St) to uptown Q and Queens-bound F platform,N,10/23/2025 11:55:00 PM,10/24/2025 06:00:00 AM,Inspection,N,N
